provider_name,course_name,unit,estimated_completion_time,building_block,building_block_short,video_duration,word_count,img_count,gif_count,table_count,code_rows_count,link_count,task_type,question_count,answer_count,points,audio_duration,graphics_count
FutureLearn,Fut-ENT,1_19,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,1_19,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,1_20,0,Text,t,0,335.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,1_20,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,1_21,0,Text,t,0,663.0,0.0,0.0,0.0,0.0,24.0,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,1_21,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,1_22,0,Text,t,0,176.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,1_22,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_01,0,Video,v,84,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_01,0,Text,t,0,189.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_01,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_02,0,Text,t,0,190.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_02,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_03,0,Text,t,0,297.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_04,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_04,0,Text,t,0,59.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_04,0,Video,v,140,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_04,0,Text,t,0,32.0,0.0,0.0,0.0,0.0,1.0,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_04,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_05,0,Text,t,0,264.0,2.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,2
FutureLearn,Fut-ENT,2_05,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_06,0,Text,t,0,192.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_06,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_07,0,Text,t,0,67.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_07,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_08,0,Text,t,0,110.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_08,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_09,0,Text,t,0,176.0,2.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,2
FutureLearn,Fut-ENT,2_09,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_10,0,Text,t,0,93.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_10,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_11,0,Text,t,0,60.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_11,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_12,0,Text,t,0,63.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_12,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_13,0,Text,t,0,76.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_13,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_14,0,Audio,a,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,64,0
FutureLearn,Fut-ENT,2_14,0,Text,t,0,210.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_14,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_15,0,Text,t,0,215.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_15,0,Video,v,230,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_15,0,Text,t,0,36.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
