provider_name,course_name,unit,chapter,section,unit_structure,unit_structure_filtered,building_block_unique,media_interaction_combination,building_block_count,building_block_changes_count,building_block_unique_count,has_exercises,only_exercises,multiple_exercise_blocks,starts_with_exercise,exercises_in_middle,ends_with_exercise,v_count,a_count,t_count,e_count,d_count,p_count,h_count,choice_count,coding_count,mapping_count,essay_count,short_answer_count,video_duration,audio_duration,word_count,text_duration,exercise_duration,poll_duration,discussion_duration,interaction_duration,media_duration,unit_duration,completion_time,video_proportion,media_proportion,interaction_count,interaction_density,interaction_density_other,0_media_1_interaction_count,0_media_2_interaction_count,1_media_0_interaction_count,1_media_1_interaction_count,1_media_2_interaction_count,1_media_3_interaction_count,2_media_0_interaction_count,2_media_1_interaction_count,2_media_2_interaction_count,2_media_3_interaction_count,graphics_count,code_rows_count,table_count,multi_codal
FutureLearn,Fut-ENT,2_06,2,06,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,192,120,0.0,0,300,300.0,120,420.0,420.0,0.0,0.2857142857142857,1,0.7142857142857143,0.14285714285714285,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_07,2,07,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,67,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_08,2,08,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,110,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_09,2,09,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,176,120,0.0,0,300,300.0,120,420.0,420.0,0.0,0.2857142857142857,1,0.7142857142857143,0.14285714285714285,0,0,0,1,0,0,0,0,0,0,2,0,0,True
FutureLearn,Fut-ENT,2_10,2,10,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,93,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_11,2,11,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,60,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_12,2,12,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,63,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_13,2,13,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,76,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_14,2,14,atd,atd,adt,2-media-1-interaction,3,2,3,False,False,False,False,False,False,0,1,1,0,1,0,0,0,0,0,0,0,0,64,210,120,0.0,0,300,300.0,184,484.0,548.0,0.0,0.45255474452554745,1,0.6198347107438017,0.12396694214876033,0,0,0,0,0,0,0,1,0,0,0,0,0,False
FutureLearn,Fut-ENT,2_15,2,15,tvtd,tvtd,dtv,2-media-1-interaction,4,3,3,False,False,False,False,False,False,1,0,2,0,1,0,0,0,0,0,0,0,230,0,251,120,0.0,0,300,300.0,350,650.0,880.0,0.6571428571428571,0.6590909090909091,1,0.46153846153846156,0.0923076923076923,0,0,0,0,0,0,0,1,0,0,1,0,0,True
FutureLearn,Fut-ENT,2_16,2,16,tvd,tvd,dtv,2-media-1-interaction,3,2,3,False,False,False,False,False,False,1,0,1,0,1,0,0,0,0,0,0,0,341,0,27,60,0.0,0,300,300.0,401,701.0,1042.0,0.8503740648379052,0.7120921305182342,1,0.42796005706134094,0.08559201141226819,0,0,0,0,0,0,0,1,0,0,0,0,0,False
FutureLearn,Fut-ENT,2_17,2,17,td,td,dt,1-media-1-interaction,2,1,2,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,143,60,0.0,0,300,300.0,60,360.0,360.0,0.0,0.16666666666666666,1,0.8333333333333334,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,1,True
FutureLearn,Fut-ENT,2_18,2,18,eeee,e,e,0-media-1-interaction,4,0,1,True,True,False,False,False,False,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1200.0,0,0,1200.0,0,1200.0,1200.0,,0.0,4,1.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,False
